nbhd_id,nearest_school,historic,hoa,poverty_rate,unemployment_rate,disorder_level,assaults
411,Central HS,No,No,0.416667298114781,0.257669728328094,Moderate,1
412,North HS,No,Yes,0.404389706195729,0.24248755083069,Moderate,0
413,Central HS,No,Yes,0.21867150363442,0.168899473009108,Moderate,0
414,West HS,Yes,No,0.0444233064499656,0.142605356540981,Low,0
415,Central HS,No,No,0.238218104522799,0.305941870181216,Moderate,3
416,East HS,No,Yes,0.362958680018625,0.222519740094094,Moderate,1
417,East HS,No,Yes,0.24402717857066,0.542192626263939,High,0
418,West HS,No,No,0.132137586821386,0.184312530414657,Low,0
419,Central HS,No,Yes,0.137775159125693,0.101526454475121,Low,1
420,North HS,No,Yes,0.227616415884713,0.311247860444136,Moderate,1
421,North HS,No,Yes,0.143339367414739,0.298081703709506,Moderate,1
422,East HS,No,No,0.229340076213404,0.234598310532395,Moderate,3
423,East HS,No,No,0.357520044936405,0.171106567099991,Moderate,1
424,Charter Academy,No,No,0.452693795982957,0.193158085375289,High,1
425,North HS,No,No,0.319236095992523,0.239284429643448,Moderate,2
426,Central HS,No,No,0.19437533377146,0.26531015857965,Moderate,0
427,Central HS,No,No,0.0529139921930019,0.36701115886447,Low,0
428,Central HS,Yes,No,0.180296402102318,0.2474804802726,Low,1
429,Central HS,No,No,0.443023232314706,0.257820705201732,Moderate,1
430,Charter Academy,No,Yes,0.081861894812532,0.0589837299758596,Low,0
431,Central HS,No,Yes,0.0280888805484628,0.40278199021069,Moderate,0
432,North HS,No,No,0.108520080289132,0.377095100033945,Moderate,1
433,Charter Academy,No,No,0.0508557124276649,0.346265398082343,Low,0
434,Central HS,No,Yes,0.242943124246699,0.183877554776779,Low,1
435,East HS,No,No,0.447556532495758,0.288689330575183,Moderate,2
436,East HS,No,No,0.333543868137901,0.497395062050275,High,3
437,East HS,No,No,0.0637615564356731,0.161033874766733,Low,1
438,Charter Academy,No,Yes,0.203072245831032,0.142560470126037,Moderate,0
439,East HS,No,No,0.355666962499605,0.272227837941066,High,1
440,East HS,No,Yes,0.363846446063918,0.287661073347366,Moderate,2
441,East HS,No,Yes,0.175158796986202,0.287047724335995,Moderate,2
442,West HS,No,No,0.217311942827322,0.250377240288705,Moderate,4
443,Central HS,No,No,0.153977515077636,0.115594746992499,Low,1
444,East HS,No,No,0.24693361472953201,0.174368318248259,Moderate,1
445,Central HS,No,No,0.542093914663355,0.403315808999429,Very High,2
446,East HS,No,No,0.230356723471314,0.279082675083644,Moderate,0
447,Charter Academy,No,No,0.0881083955137912,0.0771056245476888,Low,0
448,West HS,No,No,0.288007644975316,0.28042638234735,Moderate,2
449,Charter Academy,No,No,0.185191145923722,0.218954415123377,Moderate,1
450,West HS,No,No,0.273776538866778,0.226915721182002,Moderate,0
451,North HS,No,No,0.328791889501806,0.40945134064724,Moderate,2
452,Central HS,No,No,0.183417157214079,0.164197680575893,Moderate,0
453,Central HS,No,No,0.487224378000815,0.350052453116835,High,0
454,West HS,No,Yes,0.481698084386352,0.422486615821324,High,4
455,Charter Academy,No,Yes,0.182012711789734,0.118605657515821,Low,1
456,Central HS,No,Yes,0.664341137110728,0.469283354027049,Very High,3
457,West HS,No,No,0.571139721054271,0.210547166499923,High,4
458,Central HS,Yes,No,0.125433507677515,0.189115639190794,Low,1
459,West HS,Yes,No,0.5946002563228,0.343833996235234,Very High,0
460,Central HS,No,No,0.333809247592586,0.218004142020482,Low,0
461,Central HS,No,Yes,0.161937906032987,0.12858574925261,Low,0
462,Charter Academy,No,No,0.213292186428034,0.0831803038077564,Moderate,0
463,East HS,No,No,0.397092921544311,0.195439651972537,Moderate,2
464,North HS,Yes,No,0.290847794603919,0.170155319578524,Moderate,0
465,North HS,No,No,0.223899191395519,0.253290411069074,Moderate,0
466,Charter Academy,No,No,0.386013221686167,0.198984958010835,Moderate,2
467,West HS,Yes,No,0.323444605134272,0.371225448865789,Moderate,2
468,West HS,No,No,0.548257973018294,0.38540052412148,Very High,2
469,East HS,No,Yes,0.343819641319524,0.314002075508503,High,0
470,North HS,No,No,0.637388790443919,0.476341706215128,Very High,1
471,East HS,No,No,0.25760638894835,0.233540067365797,Moderate,0
472,West HS,No,No,0.212223577084038,0.186030789951526,Moderate,3
473,Central HS,No,Yes,0.362265193215964,0.161894862239509,Moderate,2
474,Charter Academy,No,No,0.160235101811357,0.307495568642959,Low,1
475,North HS,No,No,0.36834959395595,0.358444389839645,Moderate,2
476,Central HS,No,No,0.374665359536876,0.248314758868723,High,1
477,North HS,No,No,0.11091288447975,0.275109655368731,Low,1
478,North HS,No,Yes,0.377366225405987,0.212636236089906,Moderate,4
479,Central HS,No,Yes,0.130965879957843,0.225853870960364,Moderate,0
480,Central HS,Yes,Yes,0.344270068056428,0.361792898714266,High,0
481,Charter Academy,No,Yes,0.553533965890773,0.334899758775917,High,1
482,West HS,Yes,No,0.166460762186176,0.102297853823135,Low,0
483,North HS,No,No,0.034845323997748,0.434871868426769,Moderate,1
484,North HS,Yes,No,0.318000884988074,0.197959741681273,Moderate,1
485,West HS,No,No,0.257776212529991,0.213740683297745,Moderate,2
486,North HS,No,Yes,0.330542730313892,0.376936705145451,Moderate,0
487,Central HS,No,Yes,0.496380138816288,0.34031147704987,High,1
488,Central HS,No,No,0.202390614348813,0.221769563386817,Moderate,0
489,North HS,Yes,No,0.3843378602398,0.27063387351846,High,3
490,Central HS,No,No,0.483978300382981,0.319118648083585,High,2
491,North HS,No,No,0.313397405990462,0.322484059381438,Moderate,0
492,North HS,No,No,0.150096540706278,0.222815848761334,High,0
493,Charter Academy,No,No,0.277464804866791,0.341809215813438,Low,2
494,Central HS,No,Yes,0.274923253534709,0.346087787177416,Moderate,0
495,West HS,No,Yes,0.0686022796250643,0.14527910387942,Low,0
496,East HS,No,No,0.400696006849701,0.22910515993359,Moderate,2
497,Central HS,No,No,0.253598690920004,0.250203894793874,Moderate,3
498,West HS,No,No,0.31633830330327,0.271412064843754,Moderate,1
499,North HS,No,Yes,0.427794256958759,0.267880307401498,Moderate,3
500,Charter Academy,No,Yes,0.233545890831571,0.219829397637559,Moderate,2
