incident_id,date,time,county,latitude,longitude,num_vehicles,occupants,primary_cause,secondary_cause,severity,injuries,fatalities,road_condition,driver_age,driver_gender,intox_alcohol,intox_drugs,intox_any,vehicle1_make,vehicle1_model,vehicle1_year,vehicle2_make,vehicle2_model,vehicle2_year
AK432735,03/09/2024,13:24:10,Juneau,68.797528,-157.094139,2,3,failure_to_yield,wildlife,3,1,0,wet,25,Female,0,0,0,Hyundai,Tucson,2003,Hyundai,Tucson,2004
AK459020,04/25/2022,10:10:06,Anchorage,59.343957,-143.307599,1,1,speeding,impaired,2,1,0,icy,78,Male,0,0,0,Jeep,Grand Cherokee,2008,NA,NA,NA
AK316677,10/01/2025,17:36:40,Anchorage,67.971758,-155.265352,1,4,speeding,fatigue,1,0,0,wet,59,Male,0,0,0,Nissan,Rogue,2003,NA,NA,NA
AK112429,12/03/2022,18:37:33,Matanuska-Susitna,67.929906,-151.287655,2,3,speeding,NA,2,1,0,normal,55,Male,0,1,1,Ram,1500,2023,Mazda,CX-5,2007
AK932443,09/27/2022,21:57:53,Bethel,62.453534,-163.868388,2,4,distracted,impaired,2,1,0,wet,16,Male,0,0,0,Jeep,Grand Cherokee,2003,Honda,CR-V,2018
AK981001,03/05/2023,13:11:25,Matanuska-Susitna,67.405875,-154.558066,2,4,fatigue,NA,1,0,0,normal,16,Female,0,0,0,Chevrolet,Silverado,2016,Jeep,Grand Cherokee,2015
AK489673,01/01/2024,22:39:08,Wrangell,69.030854,-142.971814,2,4,speeding,distracted,2,0,0,icy,49,Male,0,0,0,Dodge,Charger,2021,Mazda,CX-5,2017
AK535887,03/22/2025,16:40:47,Sitka,55.762665,-141.166506,2,3,speeding,speeding,1,0,0,icy,49,Male,0,0,0,Mazda,CX-5,2018,Honda,CR-V,2016
AK364909,06/19/2022,16:59:23,Yukon-Koyukuk,68.038721,-131.646867,1,3,fatigue,NA,1,0,0,normal,34,Male,0,0,0,GMC,Sierra,2009,NA,NA,NA
AK663465,07/31/2025,08:40:47,Kenai Peninsula,63.131958,-138.951102,2,4,failure_to_yield,fatigue,2,1,0,normal,43,Male,0,0,0,Ram,1500,2015,GMC,Sierra,2009
AK353674,06/25/2024,08:38:23,Fairbanks North Star,64.892873,-140.153673,2,3,distracted,weather,2,2,0,normal,43,Male,0,0,0,Ford,F-150,2005,Subaru,Outback,1999
AK741780,04/20/2023,06:40:07,Matanuska-Susitna,59.553699,-145.650247,2,7,road_defect,speeding,3,1,0,icy,41,Male,0,0,0,Chevrolet,Silverado,2017,Hyundai,Tucson,2007
AK603217,05/16/2023,05:58:57,Bethel,56.725114,-136.679919,2,2,weather,NA,2,1,0,wet,16,Male,0,0,0,Honda,CR-V,2016,Ford,F-150,2001
AK532052,02/10/2024,04:53:32,Anchorage,59.988687,-144.66583,2,2,failure_to_yield,NA,2,2,0,normal,46,Male,0,0,0,Kia,Sportage,2013,Ram,1500,2016
AK441311,11/23/2022,23:21:01,Fairbanks North Star,56.387433,-156.42804,2,2,failure_to_yield,NA,2,0,0,icy,32,Male,0,0,0,Jeep,Grand Cherokee,2007,Kia,Sportage,2001
AK844273,09/15/2024,08:17:18,Fairbanks North Star,58.129491,-159.42613,2,3,failure_to_yield,NA,2,0,0,normal,39,Male,0,0,0,Honda,CR-V,2011,GMC,Sierra,2006
AK057640,02/27/2022,02:15:58,Matanuska-Susitna,58.455544,-140.101451,2,3,other,NA,2,0,0,icy,38,Male,0,0,0,Volkswagen,Jetta,2010,Mazda,CX-5,2010
AK866852,01/31/2024,04:11:25,Kenai Peninsula,58.469593,-163.228706,2,2,failure_to_yield,distracted,1,0,0,normal,29,Female,0,0,0,Honda,CR-V,2020,Jeep,Grand Cherokee,2008
AK821585,06/23/2022,12:50:44,Matanuska-Susitna,66.816355,-131.195184,1,4,weather,speeding,2,1,0,icy,56,Male,0,0,0,Subaru,Outback,1998,NA,NA,NA
AK180150,11/08/2024,13:29:12,Matanuska-Susitna,62.51919,-144.82926,2,3,impaired,failure_to_yield,2,0,0,wet,71,Male,0,0,0,Mazda,CX-5,2012,Kia,Sportage,2019
AK961437,09/17/2025,11:13:32,Anchorage,67.269319,-153.907811,1,1,weather,NA,1,0,0,normal,32,Female,0,0,0,Chevrolet,Silverado,2009,NA,NA,NA
AK347884,10/03/2023,08:51:05,Bethel,67.260058,-136.232297,2,4,speeding,fatigue,2,1,0,wet,49,Female,0,0,0,Toyota,RAV4,2014,Chevrolet,Silverado,2022
AK202066,10/28/2024,12:27:16,Kenai Peninsula,67.091626,-133.564378,2,6,distracted,distracted,2,1,0,normal,40,Male,0,0,0,GMC,Sierra,2011,Chevrolet,Silverado,2024
AK460997,06/11/2023,07:17:37,Sitka,56.747012,-143.150294,2,4,speeding,speeding,3,2,0,icy,47,Female,0,0,0,Dodge,Charger,2022,Ford,F-150,2000
AK761084,07/23/2023,10:52:15,Fairbanks North Star,71.150623,-161.910863,2,3,road_defect,NA,2,0,0,normal,18,Male,0,0,0,Nissan,Rogue,2016,Dodge,Charger,2002
AK391494,12/25/2022,13:32:41,Anchorage,58.061484,-164.480676,2,3,weather,NA,1,0,0,normal,35,Male,0,0,0,Hyundai,Tucson,2018,Kia,Sportage,2014
AK640166,11/06/2023,18:00:42,Kenai Peninsula,57.68705,-166.771375,2,6,wildlife,NA,1,0,0,normal,19,Male,0,0,0,Mazda,CX-5,2014,Nissan,Rogue,2019
AK042967,03/27/2024,20:46:03,Kenai Peninsula,54.64076,-154.843007,2,2,failure_to_yield,NA,1,0,0,normal,38,Male,1,0,1,Nissan,Rogue,2010,Toyota,RAV4,2012
AK063375,07/30/2022,22:18:37,Southeast Fairbanks,54.511113,-133.429536,2,8,failure_to_yield,distracted,2,0,0,normal,16,Female,0,0,0,Kia,Sportage,2012,Ram,1500,2016
AK435638,09/04/2025,19:59:58,Anchorage,55.643849,-137.980722,2,4,speeding,NA,2,1,0,wet,29,Female,0,0,0,Hyundai,Tucson,2019,Toyota,RAV4,2021
AK927032,06/05/2024,09:57:51,Juneau,64.883282,-146.545601,1,1,distracted,NA,1,0,0,normal,51,Female,0,0,0,Subaru,Outback,2006,NA,NA,NA
AK689523,04/03/2023,02:51:50,Matanuska-Susitna,64.212866,-145.947744,1,3,other,NA,2,1,0,normal,52,Female,0,0,0,Kia,Sportage,2015,NA,NA,NA
AK509431,03/20/2024,15:32:53,Matanuska-Susitna,58.697566,-164.265754,2,3,speeding,NA,1,0,0,icy,45,Female,0,0,0,Jeep,Grand Cherokee,2003,Dodge,Charger,2010
AK022822,10/22/2024,02:40:33,Anchorage,56.916456,-148.732659,2,4,impaired,NA,1,0,0,icy,61,Female,0,0,0,Subaru,Outback,2007,Jeep,Grand Cherokee,2013
AK139518,09/06/2025,17:11:37,Sitka,56.112024,-156.98552,2,3,wildlife,NA,2,1,0,icy,37,Male,1,0,1,Volkswagen,Jetta,2011,Ford,F-150,2019
AK895240,05/21/2023,15:42:37,Kenai Peninsula,64.117556,-163.855083,2,4,other,distracted,1,0,0,normal,20,Female,0,0,0,Honda,CR-V,2009,Dodge,Charger,2003
AK820884,11/06/2023,14:59:28,Valdez-Cordova,66.07063,-139.06276,2,5,distracted,NA,1,1,0,normal,27,Male,0,0,0,Volkswagen,Jetta,2013,Ford,F-150,2015
AK778749,01/25/2024,09:36:33,Matanuska-Susitna,58.260044,-138.34958,1,1,impaired,NA,1,0,0,icy,56,Male,0,0,0,Dodge,Charger,2013,NA,NA,NA
AK172899,10/02/2025,03:33:08,Juneau,62.636533,-137.876425,2,3,speeding,NA,3,1,0,icy,16,Male,0,0,0,Dodge,Charger,2001,Dodge,Charger,2012
AK720314,06/16/2022,22:29:21,Haines,64.550359,-159.854438,2,5,other,NA,3,3,0,wet,53,Male,0,0,0,Jeep,Grand Cherokee,2009,Volkswagen,Jetta,2012
AK666906,05/26/2022,08:50:11,Bethel,65.528892,-149.411626,2,7,distracted,NA,2,1,0,wet,18,Female,0,0,0,Nissan,Rogue,2022,Mazda,CX-5,2001
AK057070,05/16/2024,05:16:06,Kenai Peninsula,66.858922,-135.111595,1,1,road_defect,distracted,3,1,0,normal,45,Female,0,1,1,Ram,1500,2009,NA,NA,NA
AK798603,09/16/2022,17:42:12,Matanuska-Susitna,65.293776,-138.143873,2,7,speeding,NA,1,1,0,normal,21,Female,0,0,0,Chevrolet,Silverado,2016,Toyota,RAV4,2007
AK924890,04/07/2022,00:57:17,Nome,54.846747,-134.7276,2,3,failure_to_yield,NA,2,1,0,icy,18,Male,0,1,1,Honda,CR-V,2002,Nissan,Rogue,2012
AK714093,02/22/2024,02:23:26,Juneau,59.86986,-165.020956,2,4,distracted,NA,2,0,0,icy,42,Male,0,0,0,Dodge,Charger,2010,Volkswagen,Jetta,2014
AK092027,02/03/2024,16:50:12,Sitka,59.786695,-161.417383,2,2,failure_to_yield,road_defect,1,0,0,normal,67,Male,0,0,0,Nissan,Rogue,2006,Honda,CR-V,2024
AK962675,06/16/2024,01:54:11,Anchorage,67.121029,-145.64677,1,2,speeding,weather,1,1,0,icy,26,Female,0,0,0,Chevrolet,Silverado,2012,NA,NA,NA
AK539592,06/28/2025,06:27:36,Sitka,67.609867,-154.867267,2,3,failure_to_yield,weather,3,1,0,normal,25,Male,0,1,1,Chevrolet,Silverado,2014,Kia,Sportage,2014
AK574529,11/29/2023,17:12:43,Juneau,67.289176,-166.991094,2,7,distracted,distracted,1,0,0,normal,45,Male,0,0,0,Toyota,RAV4,2013,Chevrolet,Silverado,2009
AK157364,03/24/2023,06:18:17,Fairbanks North Star,57.986426,-132.561125,2,2,other,NA,1,0,0,icy,53,Female,0,0,0,Chevrolet,Silverado,2016,Chevrolet,Silverado,2012
AK811148,03/22/2023,04:54:15,Anchorage,67.072278,-167.788215,2,3,speeding,NA,3,1,0,wet,55,Female,0,0,0,Mazda,CX-5,2009,Volkswagen,Jetta,2021
AK907165,09/05/2023,23:01:17,Kenai Peninsula,71.069084,-141.663405,1,1,wildlife,NA,2,1,0,icy,64,Male,0,0,0,Honda,CR-V,2004,NA,NA,NA
AK774067,08/12/2024,13:05:11,Matanuska-Susitna,58.736688,-131.281613,2,6,speeding,NA,2,1,0,normal,39,Female,0,0,0,Honda,CR-V,2017,Chevrolet,Silverado,2012
AK484950,02/28/2024,21:42:37,Bethel,60.869116,-161.693067,2,2,speeding,distracted,2,2,0,normal,38,Female,0,0,0,Volkswagen,Jetta,2009,Chevrolet,Silverado,2008
AK252886,02/09/2022,02:11:23,Aleutians West,58.531183,-155.225153,2,2,weather,impaired,1,0,0,normal,44,Male,0,0,0,Kia,Sportage,2007,Mazda,CX-5,2015
AK207156,10/31/2025,10:21:45,Anchorage,66.711704,-158.603841,2,6,speeding,NA,2,0,0,normal,16,Female,1,0,1,Volkswagen,Jetta,2012,Ford,F-150,2012
AK188384,01/03/2024,04:50:49,Kenai Peninsula,61.794993,-146.529403,2,3,impaired,NA,2,3,0,icy,68,Male,0,0,0,Ram,1500,2016,Mazda,CX-5,2024
AK795194,09/01/2025,22:51:35,Anchorage,69.495492,-140.353023,1,3,other,NA,1,0,0,normal,38,Male,0,0,0,Toyota,RAV4,2016,NA,NA,NA
AK577266,10/06/2022,17:45:32,Anchorage,69.996178,-142.036025,2,6,failure_to_yield,NA,1,0,0,normal,54,Female,0,0,0,Subaru,Outback,2011,Chevrolet,Silverado,2007
AK898097,11/07/2025,03:16:21,Valdez-Cordova,68.466518,-150.809456,2,3,speeding,NA,3,1,0,icy,46,Male,0,0,0,Mazda,CX-5,2018,Honda,CR-V,2009
AK982770,11/29/2023,14:50:03,Anchorage,59.870431,-154.907917,2,7,speeding,distracted,3,4,0,icy,52,Male,0,0,0,Volkswagen,Jetta,2013,Subaru,Outback,2009
AK004851,07/21/2024,03:41:06,Anchorage,64.250977,-167.262229,1,1,weather,failure_to_yield,2,0,0,normal,41,Female,0,0,0,Ford,F-150,2023,NA,NA,NA
AK424716,03/23/2022,11:10:03,Fairbanks North Star,61.903983,-164.37976,1,1,speeding,NA,2,0,0,normal,35,Male,0,0,0,Mazda,CX-5,2017,NA,NA,NA
AK726332,09/12/2025,05:32:39,Dillingham,62.038988,-159.154744,1,1,speeding,NA,3,1,0,icy,52,Male,1,0,1,Mazda,CX-5,2018,NA,NA,NA
AK622747,11/06/2023,17:36:31,Valdez-Cordova,58.520219,-131.86532,2,2,impaired,impaired,1,0,0,normal,21,Female,0,0,0,Ram,1500,2007,Subaru,Outback,2019
AK986048,07/28/2023,16:17:18,North Slope,56.269151,-161.744454,2,4,distracted,NA,1,0,0,normal,17,Male,0,0,0,Hyundai,Tucson,2010,Honda,CR-V,2009
AK946984,07/03/2025,12:59:29,Fairbanks North Star,57.608825,-140.726706,1,2,failure_to_yield,NA,2,1,0,normal,20,Male,1,0,1,Ram,1500,2003,NA,NA,NA
AK587796,04/05/2025,05:01:06,Anchorage,67.801687,-139.593695,2,6,failure_to_yield,speeding,2,0,0,normal,52,Female,1,0,1,Volkswagen,Jetta,2011,Subaru,Outback,2012
AK452852,03/08/2023,05:31:47,Sitka,67.707796,-149.176733,2,3,weather,NA,2,1,0,normal,36,Male,0,0,0,Toyota,RAV4,2017,GMC,Sierra,2009
AK538459,01/07/2025,01:12:20,Anchorage,69.139169,-159.951794,2,4,speeding,NA,3,2,0,icy,56,Male,0,0,0,Jeep,Grand Cherokee,2005,Hyundai,Tucson,2017
AK488232,05/17/2022,15:40:22,Sitka,61.381491,-137.880209,2,2,road_defect,NA,2,0,0,normal,40,Female,0,0,0,Honda,CR-V,2013,Volkswagen,Jetta,2014
AK540307,11/25/2024,18:40:47,North Slope,67.132505,-151.415391,2,3,distracted,NA,1,0,0,icy,48,Female,0,0,0,Ford,F-150,2016,Ford,F-150,2019
AK169529,11/12/2023,10:25:52,Bethel,59.827459,-152.418033,2,3,weather,NA,2,0,0,normal,69,Female,0,0,0,Toyota,RAV4,2012,Ford,F-150,2014
AK122951,08/08/2023,02:56:55,Kenai Peninsula,58.243443,-139.533496,2,5,other,NA,1,1,0,normal,29,Female,0,0,0,Dodge,Charger,2011,GMC,Sierra,2017
AK005239,03/04/2025,14:09:03,Juneau,56.007476,-154.351336,1,2,distracted,weather,1,0,0,normal,38,Male,0,0,0,Volkswagen,Jetta,2005,NA,NA,NA
AK883490,06/04/2022,00:28:54,Anchorage,66.7518,-147.027566,2,5,other,NA,1,0,0,normal,57,Male,0,0,0,Volkswagen,Jetta,2013,Ram,1500,2015
AK025234,04/19/2025,10:49:02,Anchorage,56.315432,-163.403287,2,7,distracted,NA,3,3,0,icy,38,Male,0,0,0,Ram,1500,2010,GMC,Sierra,2017
AK321182,05/18/2023,05:29:40,Fairbanks North Star,57.349128,-166.703394,2,4,speeding,NA,2,2,0,wet,25,Male,0,0,0,Dodge,Charger,2014,Nissan,Rogue,2010
AK493065,10/25/2024,06:20:05,Bethel,55.883531,-159.225801,2,2,speeding,NA,2,1,0,normal,25,Female,0,0,0,Ford,F-150,2001,Hyundai,Tucson,2015
AK383078,11/01/2024,09:19:53,Fairbanks North Star,70.467466,-136.4562,2,2,failure_to_yield,failure_to_yield,1,0,0,normal,31,Male,0,0,0,Ram,1500,2020,Honda,CR-V,2015
AK603854,11/02/2025,13:17:02,Yukon-Koyukuk,61.490468,-156.949536,1,1,road_defect,NA,1,0,0,normal,56,Male,0,0,0,Nissan,Rogue,2011,NA,NA,NA
AK082080,05/29/2022,19:49:12,Fairbanks North Star,54.533553,-167.168566,2,4,weather,NA,3,3,1,icy,39,Male,0,0,0,Dodge,Charger,2016,Mazda,CX-5,2009
AK154118,10/27/2023,18:06:24,Matanuska-Susitna,59.68717,-136.87121,2,3,weather,NA,1,0,0,normal,48,Male,0,0,0,Subaru,Outback,2019,Subaru,Outback,2012
AK415481,12/10/2022,00:16:10,Kenai Peninsula,65.377706,-160.538422,2,3,impaired,weather,2,1,0,icy,39,Male,0,0,0,Jeep,Grand Cherokee,2020,Hyundai,Tucson,2010
AK272105,02/20/2025,18:39:24,Dillingham,70.673619,-156.87077,2,3,speeding,NA,3,0,0,normal,21,Male,0,0,0,GMC,Sierra,2023,Kia,Sportage,2003
AK746395,10/25/2024,13:50:34,Anchorage,58.0128,-157.824566,2,3,weather,NA,1,0,0,normal,35,Male,0,0,0,Kia,Sportage,2017,Nissan,Rogue,2004
AK080193,01/24/2024,05:02:35,Fairbanks North Star,65.274532,-143.104745,2,6,distracted,weather,1,0,0,normal,63,Male,0,0,0,Nissan,Rogue,2016,Nissan,Rogue,2011
AK654375,10/07/2023,08:42:12,Fairbanks North Star,61.573752,-151.163325,2,6,distracted,speeding,1,0,0,icy,27,Nonbinary/Other,0,0,0,GMC,Sierra,2020,Hyundai,Tucson,1999
AK525722,04/12/2024,22:29:22,Anchorage,58.018434,-165.132945,2,2,fatigue,speeding,1,0,0,normal,30,Male,0,0,0,Hyundai,Tucson,2016,Mazda,CX-5,2019
AK435833,05/17/2024,02:12:51,Matanuska-Susitna,67.143515,-168.00592,2,4,failure_to_yield,NA,1,0,0,normal,18,Male,0,0,0,Toyota,RAV4,2018,Volkswagen,Jetta,2010
AK645927,06/16/2024,12:15:43,Anchorage,65.854869,-155.211688,2,6,weather,distracted,2,0,0,normal,34,Male,0,0,0,GMC,Sierra,2010,Dodge,Charger,2014
AK704239,12/03/2022,16:39:23,Juneau,57.551196,-131.53457,2,7,speeding,NA,3,1,0,normal,64,Male,1,0,1,Hyundai,Tucson,2019,Ram,1500,2020
AK330983,12/05/2022,11:04:50,Matanuska-Susitna,66.21813,-143.957307,1,1,failure_to_yield,failure_to_yield,1,0,0,normal,19,Male,0,0,0,Hyundai,Tucson,2014,NA,NA,NA
AK947555,06/08/2023,17:01:28,Anchorage,71.044881,-158.8365,2,5,weather,distracted,2,0,0,icy,38,Male,0,0,0,Dodge,Charger,2014,Honda,CR-V,2008
AK664375,07/24/2023,14:00:01,Ketchikan Gateway,64.214861,-169.448266,2,3,fatigue,NA,2,0,0,wet,37,Male,0,0,0,GMC,Sierra,2024,Jeep,Grand Cherokee,2019
AK050594,11/05/2023,20:26:56,Fairbanks North Star,66.587766,-162.965445,2,4,speeding,NA,1,0,0,icy,53,Male,0,0,0,Dodge,Charger,2016,GMC,Sierra,2008
AK183983,03/11/2025,23:39:40,Matanuska-Susitna,68.323993,-146.12805,1,1,weather,NA,3,1,0,icy,18,Female,0,0,0,GMC,Sierra,2015,NA,NA,NA
AK258494,05/29/2023,01:24:33,Valdez-Cordova,69.69474,-132.849307,2,8,wildlife,NA,1,0,0,icy,67,Male,0,0,0,Volkswagen,Jetta,2001,Honda,CR-V,2007
AK915202,07/11/2022,08:40:24,Anchorage,63.498088,-155.302041,1,2,weather,NA,1,0,0,normal,36,Female,0,0,0,Ford,F-150,2009,NA,NA,NA
AK260766,02/14/2025,07:55:40,Matanuska-Susitna,60.968982,-156.117397,2,4,other,NA,1,0,0,wet,55,Female,0,0,0,Hyundai,Tucson,2024,Ford,F-150,2013
AK396170,07/31/2023,21:54:55,Kenai Peninsula,55.259384,-132.623944,2,4,failure_to_yield,failure_to_yield,1,0,0,normal,69,Male,1,0,1,Kia,Sportage,2020,GMC,Sierra,2015
AK311622,06/28/2025,01:07:14,Fairbanks North Star,66.050827,-132.451575,2,6,wildlife,wildlife,2,0,0,icy,53,Female,0,0,0,Toyota,RAV4,2015,GMC,Sierra,2019
AK348299,08/08/2025,14:00:06,Juneau,59.159073,-153.544924,2,3,speeding,NA,1,0,0,normal,26,Male,0,0,0,Ram,1500,2008,Ram,1500,2013
AK520326,11/10/2024,02:43:17,Juneau,57.858663,-148.795948,2,4,failure_to_yield,weather,2,0,0,normal,35,Female,0,0,0,Chevrolet,Silverado,2013,GMC,Sierra,2008
AK598265,04/24/2024,02:49:00,Fairbanks North Star,62.445651,-165.331179,2,6,failure_to_yield,NA,2,0,0,normal,57,Male,0,0,0,Honda,CR-V,2015,GMC,Sierra,2020
AK547209,09/22/2025,20:38:34,Sitka,69.02284,-133.776468,1,2,wildlife,speeding,1,0,0,normal,31,Female,0,1,1,Subaru,Outback,2002,NA,NA,NA
AK670844,09/20/2024,13:51:06,Kenai Peninsula,63.917311,-149.688345,1,1,impaired,speeding,1,0,0,normal,38,Male,0,0,0,GMC,Sierra,2013,NA,NA,NA
AK918413,12/10/2022,02:33:58,Anchorage,63.699385,-154.860742,2,6,other,NA,3,3,0,icy,21,Male,0,1,1,Toyota,RAV4,2015,Volkswagen,Jetta,2005
AK561986,06/17/2024,05:02:44,Matanuska-Susitna,66.943075,-145.095382,2,7,speeding,NA,2,1,0,icy,25,Male,0,0,0,Chevrolet,Silverado,2012,Chevrolet,Silverado,2020
AK875524,08/04/2023,14:14:28,Yukon-Koyukuk,58.224682,-131.775035,1,1,distracted,fatigue,1,1,0,normal,16,Female,0,0,0,Chevrolet,Silverado,2011,NA,NA,NA
AK170739,03/25/2022,18:08:19,Valdez-Cordova,56.700781,-162.648596,2,5,impaired,NA,3,1,0,normal,53,Female,0,0,0,Volkswagen,Jetta,2010,Ram,1500,2001
AK436649,03/25/2023,10:27:44,Haines,59.585488,-146.825693,2,2,distracted,NA,3,1,0,normal,39,Male,0,0,0,Chevrolet,Silverado,2008,Ford,F-150,2019
AK114451,11/16/2022,22:28:33,Matanuska-Susitna,56.376823,-141.843521,2,7,road_defect,road_defect,1,0,0,wet,42,Female,0,0,0,Volkswagen,Jetta,2012,Jeep,Grand Cherokee,2008
AK452475,10/19/2022,02:26:56,Matanuska-Susitna,70.624909,-145.211909,1,1,other,NA,2,1,0,normal,55,Male,0,0,0,Nissan,Rogue,2017,NA,NA,NA
AK003623,11/24/2024,14:47:33,Anchorage,55.202037,-160.269231,2,2,impaired,impaired,1,0,0,normal,59,Female,0,0,0,Dodge,Charger,2015,Toyota,RAV4,2011
AK095463,09/27/2024,14:20:05,Anchorage,57.826647,-158.685427,2,3,speeding,weather,2,1,0,normal,53,Male,0,0,0,Mazda,CX-5,2018,Volkswagen,Jetta,2011
AK421895,09/26/2025,02:01:36,Aleutians West,60.216292,-154.786688,2,5,impaired,NA,2,0,0,icy,17,Male,1,0,1,GMC,Sierra,2012,Kia,Sportage,2002
AK664181,10/29/2023,08:21:37,Wrangell,71.238392,-140.373116,1,2,impaired,distracted,2,2,0,wet,17,Female,0,0,0,Honda,CR-V,2018,NA,NA,NA
AK300005,08/17/2024,08:39:44,Matanuska-Susitna,71.183741,-145.990204,2,3,weather,NA,3,2,0,normal,16,Male,1,0,1,GMC,Sierra,2010,Subaru,Outback,2018
AK736048,08/30/2025,18:42:23,Bethel,69.999263,-152.044168,2,3,distracted,NA,1,0,0,normal,52,Male,0,0,0,Hyundai,Tucson,2013,Subaru,Outback,2021
AK098798,10/31/2025,13:16:19,Matanuska-Susitna,59.920339,-163.726248,2,3,distracted,failure_to_yield,1,1,0,normal,56,Female,0,0,0,Volkswagen,Jetta,2013,Jeep,Grand Cherokee,2022
AK944578,01/06/2022,14:47:37,Anchorage,55.152273,-164.06835,1,1,failure_to_yield,distracted,2,0,0,icy,54,Male,0,0,0,Honda,CR-V,2005,NA,NA,NA
AK989643,06/19/2023,10:41:35,Matanuska-Susitna,62.007853,-146.588505,2,8,failure_to_yield,speeding,1,1,0,normal,54,Male,0,0,0,GMC,Sierra,2018,Volkswagen,Jetta,2000
AK963112,06/01/2023,12:29:24,Wrangell,58.844689,-161.508801,2,2,speeding,NA,2,2,0,normal,20,Male,0,0,0,Kia,Sportage,2008,Volkswagen,Jetta,2021
AK473900,05/14/2024,10:36:16,Anchorage,57.687006,-162.091935,1,2,speeding,distracted,1,0,0,icy,25,Female,0,0,0,Volkswagen,Jetta,2016,NA,NA,NA
AK444936,11/24/2025,21:46:17,Kenai Peninsula,57.441642,-134.180116,2,3,speeding,distracted,2,2,0,normal,18,Female,0,0,0,Chevrolet,Silverado,2017,Toyota,RAV4,2005
AK495647,10/06/2023,02:39:12,Southeast Fairbanks,55.134651,-156.299934,1,1,speeding,road_defect,2,1,0,wet,24,Female,0,0,0,Honda,CR-V,2008,NA,NA,NA
AK171017,08/06/2022,05:37:07,Anchorage,66.382921,-151.978781,1,1,other,NA,1,0,0,icy,46,Male,0,0,0,Ford,F-150,2000,NA,NA,NA
AK749318,09/04/2022,13:31:13,Bethel,70.253871,-167.204946,2,3,road_defect,NA,1,0,0,normal,22,Male,0,1,1,Subaru,Outback,2012,Jeep,Grand Cherokee,2013
AK292905,06/21/2022,13:45:50,Anchorage,69.482121,-147.055468,2,3,other,NA,2,0,0,wet,42,Female,0,0,0,Honda,CR-V,2016,Ram,1500,2005
AK358529,11/30/2024,12:26:44,Matanuska-Susitna,65.103824,-136.186079,1,4,failure_to_yield,NA,2,1,0,wet,49,Male,0,0,0,Toyota,RAV4,2013,NA,NA,NA
AK161556,09/02/2022,02:51:25,Anchorage,63.406394,-163.185095,1,1,fatigue,road_defect,1,0,0,normal,46,Male,0,0,0,Honda,CR-V,2015,NA,NA,NA
AK872500,07/01/2023,08:05:25,Matanuska-Susitna,55.971649,-159.258703,1,4,distracted,distracted,1,1,0,normal,62,Male,0,0,0,Ford,F-150,2010,NA,NA,NA
AK553505,08/23/2025,18:10:07,Juneau,60.895188,-139.423288,2,6,distracted,NA,1,0,0,icy,56,Male,0,0,0,Toyota,RAV4,2007,Ram,1500,2008
AK426275,12/06/2024,11:51:48,Kenai Peninsula,63.873105,-146.7925,2,8,wildlife,NA,1,1,0,normal,27,Female,0,0,0,Ram,1500,2008,GMC,Sierra,2009
AK347160,10/24/2024,09:26:03,Fairbanks North Star,59.157237,-139.545069,2,6,distracted,NA,1,0,0,normal,23,Female,0,0,0,Dodge,Charger,2016,Honda,CR-V,2025
AK730524,10/05/2023,11:21:16,Anchorage,69.644082,-161.120665,2,4,road_defect,NA,2,0,0,normal,31,Female,0,0,0,Mazda,CX-5,2018,Nissan,Rogue,2007
AK890611,11/28/2022,09:40:47,Matanuska-Susitna,56.81035,-142.521531,2,3,road_defect,road_defect,1,0,0,normal,42,Male,0,0,0,Hyundai,Tucson,2015,Toyota,RAV4,2019
AK115694,05/08/2022,06:29:32,Ketchikan Gateway,71.399393,-141.368963,1,1,speeding,NA,2,1,0,normal,39,Female,0,0,0,Subaru,Outback,2019,NA,NA,NA
AK667696,12/18/2023,13:31:44,Petersburg,62.41673,-156.803218,2,7,failure_to_yield,speeding,2,2,0,normal,40,Female,0,0,0,Volkswagen,Jetta,2016,Ram,1500,2008
AK013723,11/09/2025,11:28:41,Matanuska-Susitna,64.778956,-144.901835,1,2,impaired,distracted,2,1,0,normal,47,Male,0,0,0,Dodge,Charger,2012,NA,NA,NA
AK170164,02/07/2023,17:52:27,Anchorage,62.220957,-161.684407,2,5,impaired,NA,2,0,0,normal,33,Male,0,0,0,Subaru,Outback,2006,Chevrolet,Silverado,2005
AK545666,06/27/2023,18:11:26,Matanuska-Susitna,65.710139,-161.025603,2,4,distracted,NA,1,0,0,normal,47,Male,0,0,0,Dodge,Charger,2023,Kia,Sportage,2017
AK969714,10/13/2024,07:13:29,Juneau,68.743553,-168.211917,2,3,other,NA,2,0,0,normal,53,Male,0,0,0,Toyota,RAV4,2020,Mazda,CX-5,2011
AK193829,10/03/2024,11:53:21,Anchorage,68.155953,-167.067018,2,5,wildlife,NA,1,0,0,icy,28,Male,0,0,0,Mazda,CX-5,2021,Hyundai,Tucson,2012
AK031805,09/24/2022,22:01:22,Anchorage,56.065647,-131.925521,1,2,speeding,NA,2,1,0,normal,64,Female,0,0,0,Hyundai,Tucson,2013,NA,NA,NA
AK688211,03/14/2025,04:44:32,Anchorage,58.843029,-146.454394,2,4,other,NA,3,2,0,icy,57,Male,1,0,1,Ram,1500,2015,Jeep,Grand Cherokee,2007
